,lib_code,lib_name,addr,lib_latitude,lib_longitude,address1,address2,lib_sign,api_lib_sign,tel,fax,homepage,operatingTime,closedOn,lib_type,lib_type_nm,establish,open_year,zipcode,lib_utmk_x,lib_utmk_y,first_loan_year,part_year,master_lib_code,lib_alias,code,locate_code,addr_old,lib_name_nl,lib_name_origin,main_lib,areacode1,areacode2,wd_area_code,행정동
731,4422,서초구립내곡도서관,서울특별시 서초구 청계산로7길 9-20,37.433058200000005,127.0889946,서울특별시,서초구,111476.0,111476.0,02-3461-3007,-,http://naegok.seocholib.or.kr/,(평일) 09:00-22:00 (주말) 09:00-18:00,"매주 월요일 / 법정 공휴일, 임시 공휴일, 도서관장이 필요하다고 인정한 경우",1,공공,지자체,2018,06799,963638.713377013,1937178.94080191,2018.0,2018.0,4400,내곡,AC,1,,,,N,서울특별시,서초구,서울,신원동
761,10520,내를건너서숲으로도서관,서울특별시 은평구 증산로17길 50,37.5913717,126.9078047,서울특별시,은평구,111482.0,111482.0,02-307-6701,02-307-6703,http://www.nslib.or.kr/,"평일 : 09시-21시(어린이자료실은 09시-20시), 주말 : 09시-18시","매주월요일 / 법정(임시)공휴일, 기타 도서관 사정에 의한 임시휴관일",1,공공,-,2018,-,947719.826985057,1954892.45296655,2018.0,2018.0,10500,숲으로,MR,1,,,,N,서울특별시,은평구,강북,신사2동
788,17027,양원숲속도서관,서울특별시 중랑구 송림길 172,37.6066977,127.1101168,서울특별시,중랑구,111478.0,111478.0,02-432-0710,,http://www.jungnanglib.seoul.kr/ywlib,"평일 09:00~18:00, 토 09:00~17:00, 일 10:00~17:00",매주 월요일 / 법정공휴일,1,공공,지자체,,02062,965587.222285281,1956435.20834095,,2021.0,17000,양원숲속,ME,1,,,,N,서울특별시,중랑구,서울,망우본동
825,26000,금천구립가산도서관,서울특별시 금천구 가산로5길 43,37.4734504,126.89212739999999,서울특별시,금천구,111077.0,111077.0,02-865-6817,02-865-6820,http://geumcheonlib.seoul.kr,09:00 ~ 22:00,"매월 두번째, 네번째 월요일 / 법정공휴일",1,공공,,,08521,946250.813540195,1941754.32057386,,2019.0,26000,가산,BR,1,,,,Y,서울특별시,금천구,금천,가산동
826,26001,금천구립독산도서관,서울특별시 금천구 독산로54길 114,37.467448100000006,126.9080502,서울특별시,금천구,111040.0,111040.0,02-863-9544,02-863-9548,http://geumcheonlib.seoul.kr,09:00 ~ 22:00,"매월 첫번째, 세번째 월요일 / 법정공휴일",1,공공,,,08560,947654.563863572,1941079.43448336,,2019.0,26000,독산,MA,1,,,,N,서울특별시,금천구,금천,독산4동
827,26002,금천구립시흥도서관,서울특별시 금천구 금하로 764,37.4524516,126.90703570000001,서울특별시,금천구,111434.0,111434.0,02-809-8242,02-809-8246,http://geumcheonlib.seoul.kr,09:00 ~ 22:00,"매월 첫번째, 세번째 금요일 / 법정공휴일",1,공공,,,08645,947554.379124936,1939416.2353604,,2019.0,26000,시흥,CB,1,,,,N,서울특별시,금천구,금천,시흥5동
828,26003,금천구립금나래도서관,서울특별시 금천구 시흥대로73길 70,37.4567667,126.8954005,서울특별시,금천구,111113.0,111113.0,02-2627-2991,02-2627-2995,http://geumcheonlib.seoul.kr,09:00 ~ 22:00,매월 마지막주 일요일 / 법정공휴일,1,공공,,,08611,946528.348598472,1939901.50757911,,2019.0,26000,금나래,NR,1,,,,N,서울특별시,금천구,금천,시흥1동
835,26300,용산꿈나무도서관,"서울특별시 용산구 백범로 329, 3층",37.538551299999995,126.96542679999999,서울특별시,용산구,111473.0,111473.0,02-707-0138,02-707-0570,https://www.yslibrary.or.kr/dream,"평일: 09:00~21:00, 주말: 09:00~17:00",매주 월요일,1,공공,,,04316,952773.160127042,1948937.56205997,,2019.0,26300,용산꿈나무,MA,1,,,,Y,서울특별시,용산구,용산,원효로1동
836,26301,청파도서관,"서울특별시 용산구 청파로93길 27, 1층",37.5538955,126.9675303,서울특별시,용산구,111120.0,111120.0,02-714-3931,02-719-3932,https://www.yslibrary.or.kr/cheongpa,"평일: 09:00~21:00, 주말: 09:00~17:00",매주 월요일,1,공공,,,04300,952968.636494467,1950638.86623167,,2019.0,26300,청파,MB,1,,,,N,서울특별시,용산구,용산,청파동
853,25900,노원정보도서관,서울특별시 노원구 노원로34길 43,37.66106129999999,127.0649973,서울특별시,노원구,111058.0,111058.0,02-950-0050,02-950-0059,http://www.nowonlib.kr,"하절기(3월~10월) 7:00~23:00, 동절기(11월~2월) 8:00~23:00","매월 첫째주, 셋째주 월요일",1,공공,,,01678,961632.7231,1962484.126,,2019.0,25900,정보,A0000000,1,,,,Y,서울특별시,노원구,강북,상계10동
854,25901,노원어린이도서관,서울특별시 노원구 한글비석로 346,37.6580084,127.07628400000002,서울특별시,노원구,111047.0,111047.0,02-933-7145,02-933-7133,http://www.nowonlib.kr,평일 09:00~18:00 / 주말 09:00~17:00,"매월 둘째주, 넷째주 월요일",1,공공,,,01715,962626.6853,1962140.86,,2019.0,25900,어린이,B0000000,1,,,,N,서울특별시,노원구,강북,중계4동
855,25902,월계문화정보도서관,서울특별시 노원구 월계로 319,37.6286048,127.0561075,서울특별시,노원구,111085.0,111085.0,02-991-0871,02-991-0882,http://www.nowonlib.kr,"하절기(3월~10월) 7:00~23:00, 동절기(11월~2월) 8:00~23:00","매월 첫째주, 셋째주 월요일 / 법정공휴일(단, 일요일과 공휴일이 겹치는 경우 휴관)",1,공공,,,01880,960831.5986,1958886.874,,2019.0,25900,월계문화,C0000000,1,,,,N,서울특별시,노원구,강북,월계2동
856,25903,상계문화정보도서관,서울특별시 노원구 동일로243길 57,37.6784183,127.0518501,서울특별시,노원구,111307.0,111307.0,02-3391-7882,02-3391-0990,http://www.nowonlib.kr,"하절기(3월~10월) 7:00~23:00, 동절기(11월~2월) 8:00~23:00","매월 둘째주, 넷째주 월요일",1,공공,,,01605,960482.3378,1964415.289,,2019.0,25900,상계문화,F0000000,1,,,,N,서울특별시,노원구,강북,상계1동
857,25904,불암도서관,서울특별시 노원구 중계로 106,37.6452276,127.0825682,서울특별시,노원구,111485.0,111485.0,02-935-0721,070-4275-1724,http://www.nowonlib.kr,평일 09:00~20:00 / 주말 09:00~17:00,"매월 첫째주, 셋째주 월요일",1,공공,,,01728,963174.6667,1960720.392,,2019.0,25900,불암,H0000000,1,,,,N,서울특별시,노원구,강북,중계본동
874,26500,강동구립성내도서관,서울특별시 강동구 성안로 106-1,37.532796399999995,127.1333283,서울특별시,강동구,111078.0,111078.0,02-471-0044,02-471-1072,http://www.gdlibrary.or.kr/snlib,평일 : 9시 ~ 18시 (종합자료실 18시) / 주말 9시 ~17시,매주 월요일 / 법정공휴일(일요일 제외),1,공공,,,05374,967603.9842,1948228.008,,2019.0,26500,성내,MA,1,,,,Y,서울특별시,강동구,강동,성내3동
875,26501,강동구립해공도서관,서울특별시 강동구 올림픽로 702,37.5443685,127.126709,서울특별시,강동구,111101.0,111101.0,02-478-9656,02-478-9658,http://www.gdlibrary.or.kr/hglib,평일 : 9시 ~ 18시 (종합자료실 22시) / 주말 9시 ~17시,매주 화요일 / 법정공휴일(일요일 제외),1,공공,,,05324,967024.2531,1949514.164,,2019.0,26500,해공,BR,1,,,,N,서울특별시,강동구,강동,천호2동
876,26504,강동구립강일도서관,"서울특별시 강동구 아리수로93길 9-14, 5층",37.5650504,127.1738009,서울특별시,강동구,111125.0,111125.0,02-427-4004,02-427-0588,http://www.gdlibrary.or.kr/gilib,평일 : 9시 ~ 18시 (종합자료실 20시) / 주말 9시 ~17시,매주 화요일 / 법정공휴일(일요일 제외),1,공공,,,05211,971192.2281,1951793.225,,2019.0,26500,강일,MB,1,,,,N,서울특별시,강동구,강동,강일동
877,26505,강동구립암사도서관,서울특별시 강동구 고덕로20길 42,37.552800700000006,127.13334569999999,서울특별시,강동구,111176.0,111176.0,02-429-0476,02-429-0471,http://www.gdlibrary.or.kr/aslib,평일 : 9시 ~ 18시 (종합자료실 22시) / 주말 9시 ~17시,매주 월요일 / 법정공휴일(일요일 제외),1,공공,,,05253,967614.1759,1950447.36,,2019.0,26500,암사,MC,1,,,,N,서울특별시,강동구,강동,암사1동
878,26506,강동구립천호도서관,"서울특별시 강동구 성안로 31마길 1, 2층",37.5408046,127.1338987,서울특별시,강동구,111470.0,111470.0,02-488-7223,02-488-7225,http://www.gdlibrary.or.kr/chlib,평일 : 9시 ~ 18시 / 주말 9시 ~17시,매주 월요일 / 법정공휴일(일요일 제외),1,공공,,,05332,967657.839,1949116.273,,2019.0,26500,천호,MD,1,,,,N,서울특별시,강동구,강동,천호3동
899,1224,동대문책마당도서관,서울특별시 동대문구 천호대로 145,37.5742015,127.0398327,서울특별시,동대문구,711427.0,711427.0,02-2127-4116,02-2127-5218,https://www.l4d.or.kr/intro/index.do,평일 9:00~18:00,"매주 토요일, 일요일 / 법정공휴일",1,공공,-,,02565,959365.94807391,1952857.99166431,,2020.0,1200,책마당,SN,1,,,,N,서울특별시,동대문구,서울,용신동
900,1226,배봉산 숲속도서관,서울특별시 동대문구 전농로16길 97,37.5794335,127.0658492,서울특별시,동대문구,111490.0,111490.0,02-2212-8502,02-2212-8547,https://www.l4d.or.kr/intro/index.do,09:00~22:00,매주 월요일 / 법정공휴일,1,공공,지자체,,02508,961665.97137489,1953427.52211052,,2020.0,1200,배봉산,SP,1,,,,N,서울특별시,동대문구,서울,전농2동
1036,5305,자양한강도서관,서울특별시 광진구 뚝섬로52길 66,37.5296093,127.07797240000002,서울특별시,광진구,111495.0,111495.0,02-456-0048,02-456-0062,https://www.gwangjinlib.seoul.kr/jyriver/index.do,"평일 09:00~20:00, 주말 09:00~17:00","매월 둘째주, 넷째주 월요일 / 법정공휴일",1,공공,지자체,,05110,962711.59603965,1947894.92594866,,2020.0,5300,자양한강,MF,1,,,,N,서울특별시,광진구,서울,자양2동
1047,8306,성동구립숲속도서관,서울특별시 성동구 매봉길 49-29,37.5459681,127.0125058,서울특별시,성동구,111499.0,111499.0,02-2204-6485,,https://www.sdlib.or.kr/fore,"코로나19로 단축운영: 평일 10:00~18:00, 주말 10:00~18:00",매주 월요일 / 법정공휴일,1,공공,지자체,,04731,956936.645383836,1949737.81137263,,2021.0,8300,숲속,MG,1,,,,N,서울특별시,성동구,서울,옥수동
1050,10521,은평구립은뜨락도서관,서울특별시 은평구 통일로 972,37.612399200000006,126.9292744,서울특별시,은평구,111491.0,111491.0,02-389-7635,02-389-7638,http://www.edlib.or.kr/,"평일 9:00~21:00(어린이자료실 ~20:00, 꿈뜨락 ~18:00), 주말 9:00~18:00",매주 월요일 / 법정공휴일,1,공공,지자체,,03311,949629.02069983,1957149.42446228,,2020.0,10500,은뜨락,MU,1,,,,N,서울특별시,은평구,강북,불광1동
1051,27700,사당솔밭도서관,서울특별시 동작구 솔밭로 86,37.4840674,126.96738490000001,서울특별시,동작구,111439.0,111439.0,02-585-8411,02-585-8413,https://lib.dongjak.go.kr/,"평일 (종합자료실)09:00~22:00, (어린이자료실)09:00~18:00, 주말 09:00~17:00",매주 월요일 / 법정공휴일,1,공공,지자체,,07019,952911.93323264,1942891.91272029,,2020.0,27700,사당솔밭,MA,1,,,,Y,서울특별시,동작구,기상청,사당5동
1052,27702,동작어린이도서관,서울특별시 동작구 장승배기로16길 98,37.5091646,126.9434213,서울특별시,동작구,111102.0,111102.0,02-823-6750,02-823-1906,https://lib.dongjak.go.kr/,"평일 09:00~18:00, 주말 09:00~17:00",매주 월요일 / 법정공휴일,1,공공,지자체,,06926,950809.77875476,1945688.55002303,,2020.0,27700,동작어린이,MC,1,,,,N,서울특별시,동작구,기상청,노량진2동
1053,27703,대방어린이도서관,서울특별시 동작구 대방동길 55,37.5029826,126.92515590000001,서울특별시,동작구,111443.0,111443.0,02-813-6740,02-813-6741,https://lib.dongjak.go.kr/,"평일 09:00~18:00, 주말 09:00~17:00",매주 월요일 / 법정공휴일,1,공공,지자체,,06945,949191.28578552,1945012.39819189,,2020.0,27700,대방어린이,MD,1,,,,N,서울특별시,동작구,기상청,대방동
1054,27704,약수도서관,서울특별시 동작구 양녕로22바길 64,37.4978365,126.9474396,서울특별시,동작구,111107.0,111107.0,02-823-1907,02-823-1908,https://lib.dongjak.go.kr/,"평일 09:00~18:00, 주말 09:00~17:00",매주 월요일 / 법정공휴일,1,공공,지자체,,07036,951157.53824788,1944429.67159308,,2020.0,27700,약수,MF,1,,,,N,서울특별시,동작구,기상청,상도4동
1058,27734,구립김영삼도서관,서울특별시 동작구 매봉로 1,37.5053584,126.949863,서울특별시,동작구,111502.0,111502.0,02-827-0557,02-827-0559,https://lib.dongjak.go.kr,"평일(종합자료실) 09:00~22:00, (어린이자료실)09:00~18:00, 주말 09:00~17:00 *현재는 코로나로 인한 도서관 단축운영으로 09:00~18:00까지 운영합니다",매주 월요일 / 법정공휴일,1,공공,지자체,,06919,951376.629686572,1945262.92649168,,2021.0,27700,김영삼,MK,1,,,,N,서울특별시,동작구,기상청,상도1동
1059,28200,서대문구립이진아기념도서관,서울특별시 서대문구 독립문공원길 80,37.5743009,126.95591780000001,서울특별시,서대문구,111051.0,111051.0,02-360-8600,02-360-8610,http://lib.sdm.or.kr,"평일 09:00~22:00, 주말 09:00~17:00",매주 월요일 / 법정공휴일,1,공공,지자체,,03732,951956.03973864,1952908.619706,,2020.0,28200,이진아,MA,1,,,,Y,서울특별시,서대문구,서대문,천연동
1060,28201,홍은도담도서관,서울특별시 서대문구 홍은중앙로 129,37.6017786,126.94899270000002,서울특별시,서대문구,111252.0,111252.0,02-360-8640,02-395-8650,http://lib.sdm.or.kr,"평일 09:00~22:00, 주말 09:00~17:00",매주 금요일 / 법정공휴일,1,공공,지자체,,03600,951362.41300955,1955960.713990,,2020.0,28200,홍은도담,MC,1,,,,N,서울특별시,서대문구,서대문,홍은1동
1061,28202,남가좌새롬어린이도서관,서울특별시 서대문구 증가로10길 16-15,37.578291799999995,126.92403459999998,서울특별시,서대문구,111179.0,111179.0,02-360-8670,02-304-0084,http://lib.sdm.or.kr,"평일 09:00~22:00, 주말 09:00~17:00",매주 월요일 / 법정공휴일,1,공공,지자체,,03665,949143.35565330,1953368.173221,,2020.0,28200,새롬어린이,MB,1,,,,N,서울특별시,서대문구,서대문,남가좌2동
1076,28100,구로꿈나무어린이도서관,서울특별시 구로구 구로동로26길 54,37.4898684,126.8872465,서울특별시,구로구,111099.0,111099.0,02-830-1623,02-857-9991,https://lib.guro.go.kr,"평일 10:00~19:00(동절기 10:00~18:00), 주말 10:00~17:00",매주 화요일 / 법정공휴일,1,공공,지자체,,08311,945831.08542985,1943578.5954168,,2020.0,28100,꿈나무,111099,1,,,,Y,서울특별시,구로구,구로,구로4동
1077,28101,꿈마을도서관,서울특별시 구로구 디지털로27다길 65,37.487173799999994,126.89025919999999,서울특별시,구로구,111100.0,111100.0,02-830-5807,02-830-5839,https://lib.guro.go.kr,"평일 09:00~22:00, 주말 09:00~17:00",매주 월요일 / 법정공휴일,1,공공,지자체,,08372,946095.48185513,1943277.9161752,,2020.0,28100,꿈마을,111100,1,,,,N,서울특별시,구로구,구로,구로3동
1078,28102,온누리도서관,서울특별시 구로구 구로중앙로27나길 9,37.4969154,126.8858064,서울특별시,구로구,111128.0,111128.0,02-858-9080,02-858-9082,https://lib.guro.go.kr,09:00~22:00,매주 화요일 / 법정공휴일,1,공공,지자체,,08283,945708.87718552,1944361.2487502,,2020.0,28100,온누리,111128,1,,,,N,서울특별시,구로구,구로,구로2동
1079,28103,개봉어린이도서관,서울특별시 구로구 경인로 318-15,37.4966989,126.85590330000001,서울특별시,구로구,111214.0,111214.0,02-2066-1659,02-2066-1675,https://lib.guro.go.kr,"평일 10:00~19:00(동절기 10:00~18:00), 주말 10:00~17:00",매주 월요일 / 법정공휴일,1,공공,지자체,,08274,943065.42518095,1944354.8980783,,2020.0,28100,개봉어린이,111214,1,,,,N,서울특별시,구로구,구로,개봉1동
1080,28104,하늘도서관,서울특별시 구로구 구로동로13길 68,37.4874326,126.88091770000001,서울특별시,구로구,111215.0,111215.0,02-864-9585,02-864-9587,https://lib.guro.go.kr,"평일 09:00~22:00, 주말 09:00~17:00",매주 화요일 / 법정공휴일,1,공공,지자체,,08317,945269.82114416,1943312.0183353,,2020.0,28100,하늘,111215,1,,,,N,서울특별시,구로구,구로,구로2동
1081,28105,개봉도서관,서울특별시 구로구 개봉로16길 30-11,37.4897388,126.8583705,서울특별시,구로구,111216.0,111216.0,02-2689-1695,02-2689-1696,https://lib.guro.go.kr,"평일 09:00~22:00, 주말 09:00~17:00",매주 화요일 / 법정공휴일,1,공공,지자체,,08333,943278.25078806,1943581.2248364,,2020.0,28100,개봉,111216,1,,,,N,서울특별시,구로구,구로,개봉3동
1082,28106,글마루한옥어린이도서관,서울특별시 구로구 고척로27바길 7,37.5068616,126.84561409999998,서울특별시,구로구,111235.0,111235.0,02-2060-5169,02-2611-1543,https://lib.guro.go.kr,"평일 10:00~19:00(동절기 10:00~18:00), 주말 10:00~17:00",매주 화요일 / 법정공휴일,1,공공,지자체,,08243,942163.74661681,1945488.6681955,,2020.0,28100,글마루,111235,1,,,,N,서울특별시,구로구,구로,개봉1동
1084,28108,궁동어린이도서관,서울특별시 구로구 오리로 1352,37.4837252,126.84133329999999,서울특별시,구로구,111471.0,111471.0,02-2060-8229,02-2060-8230,https://lib.guro.go.kr,"평일 10:00~19:00(동절기 10:00~18:00), 주말 10:00~17:00",매주 화요일 / 법정공휴일,1,공공,지자체,,08249,941767.43212311,1942924.4522591,,2020.0,28100,궁동어린이,111471,1,,,,N,서울특별시,구로구,구로,오류2동
1085,28109,구로기적의도서관,서울특별시 구로구 구로중앙로40길 24,37.50710529999999,126.87750349999999,서울특별시,구로구,111489.0,111489.0,02-2632-8878,02-2632-8879,https://lib.guro.go.kr,"평일 - 어린이 자료실 10:00~19:00, 청소년가족자료실 10:00~20:00 / 주말 10:00~17:00","매주 월요일 / 법정공휴일, 기타 도서관 사정에 의한 임시 휴관일",1,공공,지자체,,08206,944982.41967140,1945496.5826998,,2020.0,28100,기적,111489,1,,,,N,서울특별시,구로구,구로,신도림동
1185,4424,서초구립양재도서관,서울특별시 서초구 양재천로 33,37.478649700000005,127.0368692,서울특별시,서초구,111493.0,111493.0,02-3486-4050,02-3486-4060,https://yangjae.seocholib.or.kr/docyan/,"월~목 : 09시 ~ 20시, 토~일 : 09시 ~ 18시","매월 금요일 / 법정공휴일, 도서관장이 필요하다고 인정한 경우",1,공공,지자체,,06755,959052.06478975,1942258.3704822,,2021.0,4400,양재,AE,1,,,,N,서울특별시,도봉구,서울,양재1동
1186,4425,서초청소년도서관,서울특별시 서초구 효령로77길 37,37.4921536,127.02798229999999,서울특별시,서초구,111503.0,111503.0,02-3486-9543,02-3486-9548,https://seocho.seocholib.or.kr,"평일 10:00~22:00, 주말 09:00~20:00",매주 화요일 / 법정공휴일,1,공공,지자체,,06629,958273.83177516,1943760.4401434,,2021.0,4400,청소년,AF,1,,,,N,서울특별시,도봉구,서울,서초2동
1187,113,장위행복누림도서관,서울특별시 성북구 장위로21다길 53,37.610937799999995,127.0262257,서울특별시,성북구,111492.0,111492.0,02-6954-7955,,https://www.sblib.seoul.kr/jwlib,09:00 ~ 18:00,매주 월요일 / 법정공휴일,1,공공,지자체,,02755,958184.96517045,1956939.6855599,,2021.0,100,장위행복누림,MM,1,,,,N,서울특별시,도봉구,서울,길음2동
1188,114,성북길빛도서관,서울특별시 성북구 숭인로8길 52,37.616037,127.04599270000001,서울특별시,성북구,111487.0,111487.0,02-6949-0031,,https://www.sblib.seoul.kr/gblib,09:00 ~ 18:00,매주 월요일 / 법정공휴일,1,공공,지자체,,02727,959932.33439229,1957496.7989563,,2021.0,100,길빛,MN,1,,,,N,서울특별시,도봉구,서울,장위1동
1189,115,글빛도서관,서울특별시 성북구 길음로7길 20,37.603688299999995,127.0226004,서울특별시,성북구,111500.0,111500.0,02-6956-0559,,https://www.sblib.seoul.kr/gbitlib,"평일 09:00~18:00, 주말 09:00~18:00",매주 월요일 / 법정공휴일,1,공공,지자체,,02721,957860.90675632,1956137.0059579,,2021.0,100,글빛,MO,1,,,,N,서울특별시,도봉구,서울,길음1동
1192,30101,문래도서관,서울특별시 영등포구 문래로20길 49,37.5167598,126.8911719,서울특별시,영등포구,111111.0,111111.0,02-2629-8600(8,02-2629-8601,https://www.ydplib.or.kr/mllib,"평일 09:00~21:00, 주말 09:00~17:00",매주 월요일 / 법정공휴일,1,공공,지자체,,07296,946197.40518051,1946559.7925075,,2021.0,30100,문래,CB,1,,,,N,서울특별시,영등포구,영등포,문래동
1193,30102,선유도서관,서울특별시 영등포구 선유로 43가길 10-8,37.5332751,126.8929164,서울특별시,영등포구,111121.0,111121.0,02-2163-0800,02-2163-0801,https://www.ydplib.or.kr/sylib,"평일 09:00~21:00, 주말 09:00~18:00",매주 월요일 / 법정공휴일,1,공공,지자체,,07210,946363.39523204,1948391.0818730,,2021.0,30100,선유,CC,1,,,,N,서울특별시,영등포구,영등포,양평2동
1194,30103,여의샛강마을도서관,서울특별시 영등포구 여의대로24,37.522317,126.92011529999999,서울특별시,영등포구,111444.0,111444.0,02-2629-2222,02-761-0830,https://www.ydplib.or.kr/yulib,평일 09:00~18:00 / 주말 09:00~17:00,매주 월요일 / 법정공휴일,1,공공,지자체,,07320,948758.97890867,1947160.1742294,,2021.0,30100,여의샛강마을,MA,1,,,,N,서울특별시,영등포구,영등포,여의동
