행정동,lib_cnt,adm_nm,cent_lat,cent_lon,최소거리
부암동,0.0,서울특별시 종로구 부암동,37.59669865828477,126.96255674822729,1321.766538102926
평창동,0.0,서울특별시 종로구 평창동,37.613965010500344,126.96927401969059,2242.3292857129036
무악동,0.0,서울특별시 종로구 무악동,37.57774075208371,126.95898905009359,468.5714122976048
교남동,0.0,서울특별시 종로구 교남동,37.57105297867249,126.9641609771286,635.8892930226315
가회동,0.0,서울특별시 종로구 가회동,37.58267644374536,126.986618225203,370.79967286212883
종로1·2·3·4가동,0.0,서울특별시 종로구 종로1·2·3·4가동,37.57507655259656,126.9897333207583,892.64099968421
종로5·6가동,0.0,서울특별시 종로구 종로5·6가동,37.5730159965488,127.0042409849723,1803.9055840574424
이화동,0.0,서울특별시 종로구 이화동,37.57969000921074,127.00306925618808,1742.5095073172981
창신1동,0.0,서울특별시 종로구 창신1동,37.572262646946506,127.0140191169826,959.0786151974263
창신2동,0.0,서울특별시 종로구 창신2동,37.575754813686295,127.0102516615952,1303.4648741997669
창신3동,0.0,서울특별시 종로구 창신3동,37.578819173563396,127.01320882226341,1175.7992383857795
숭인1동,0.0,서울특별시 종로구 숭인1동,37.57722517676632,127.016861189532,808.4446003997892
숭인2동,0.0,서울특별시 종로구 숭인2동,37.57430674868888,127.02063762918101,374.46456260880643
청운효자동,0.0,서울특별시 종로구 청운효자동,37.584658059598844,126.9704174879603,949.0197546734521
혜화동,0.0,서울특별시 종로구 혜화동,37.58747147540308,126.997689108179,1360.7698018608698
소공동,0.0,서울특별시 중구 소공동,37.56429679244129,126.9743586325205,374.55630404650634
회현동,0.0,서울특별시 중구 회현동,37.55696815989701,126.97670860333851,594.3956694269023
필동,0.0,서울특별시 중구 필동,37.55680278676144,126.99384827768309,1178.3242784786873
장충동,0.0,서울특별시 중구 장충동,37.55560997567427,127.00227980529621,762.0508068538566
광희동,0.0,서울특별시 중구 광희동,37.56520433899328,127.00362537964581,1169.8633114839258
을지로동,0.0,서울특별시 중구 을지로동,37.566640427265156,126.99649141994179,1652.0357386912344
신당5동,0.0,서울특별시 중구 신당5동,37.563581158857815,127.0220162276454,344.35666623171284
황학동,0.0,서울특별시 중구 황학동,37.56841910821237,127.020797950026,421.1709213616116
중림동,0.0,서울특별시 중구 중림동,37.55731796360111,126.9659614349917,404.9110229523584
신당동,0.0,서울특별시 중구 신당동,37.565747517236545,127.01377477692441,638.0882767598216
청구동,0.0,서울특별시 중구 청구동,37.556855459290574,127.01498959507099,366.9492925025935
용산2가동,0.0,서울특별시 용산구 용산2가동,37.54023872953824,126.9835320945083,1340.5544419235916
남영동,0.0,서울특별시 용산구 남영동,37.54510711578613,126.9735057021698,962.1271090218069
원효로2동,0.0,서울특별시 용산구 원효로2동,37.53310437896889,126.9513933074562,1377.6760953193989
효창동,0.0,서울특별시 용산구 효창동,37.54305122250538,126.96130887733759,618.2157883771996
용문동,0.0,서울특별시 용산구 용문동,37.53814689579245,126.95858432668699,604.9857516095117
이촌1동,0.0,서울특별시 용산구 이촌1동,37.51727710009725,126.9709593794516,2284.4940396037077
이촌2동,0.0,서울특별시 용산구 이촌2동,37.523331153049604,126.9539393710467,1828.1106287228042
이태원1동,0.0,서울특별시 용산구 이태원1동,37.533394560847434,126.99324929977942,2199.4119344792416
이태원2동,0.0,서울특별시 용산구 이태원2동,37.54166032055421,126.99213416763229,1562.0617561396311
서빙고동,0.0,서울특별시 용산구 서빙고동,37.522469621421465,126.9883764736546,2406.371657544453
보광동,0.0,서울특별시 용산구 보광동,37.52587096409741,127.0012625645411,1651.1373150653794
한강로동,0.0,서울특별시 용산구 한강로동,37.529184541546634,126.9678552188454,1063.32129948457
한남동,0.0,서울특별시 용산구 한남동,37.53710166134341,127.00580097460121,1149.5504000136027
왕십리2동,0.0,서울특별시 성동구 왕십리2동,37.56149776106841,127.02769035437029,689.5179531309079
마장동,0.0,서울특별시 성동구 마장동,37.56763672609423,127.04049014573009,576.0393075612868
사근동,0.0,서울특별시 성동구 사근동,37.55801499791772,127.0454347471005,932.8056289202418
행당2동,0.0,서울특별시 성동구 행당2동,37.55667576470132,127.0295034229268,493.76343335072164
응봉동,0.0,서울특별시 성동구 응봉동,37.55098880041987,127.03398220631229,876.8695683332228
금호4가동,0.0,서울특별시 성동구 금호4가동,37.544594850334384,127.0246000488902,1064.8843756279007
성수1가2동,0.0,서울특별시 성동구 성수1가2동,37.54907374029339,127.04395214077259,499.2448422701602
성수2가1동,0.0,서울특별시 성동구 성수2가1동,37.53665520390332,127.055281443964,825.5041180831752
성수2가3동,0.0,서울특별시 성동구 성수2가3동,37.545542279986094,127.0581428699828,980.1024376769848
송정동,0.0,서울특별시 성동구 송정동,37.552333152290245,127.0656979944487,1821.8813994184916
금호2·3가동,0.0,서울특별시 성동구 금호2·3가동,37.55142835764213,127.0198921601334,534.9831457787919
화양동,0.0,서울특별시 광진구 화양동,37.54326499357664,127.0734599350961,1319.1611390616786
군자동,0.0,서울특별시 광진구 군자동,37.55306568937582,127.0736808752877,1809.6278436145858
중곡1동,0.0,서울특별시 광진구 중곡1동,37.56203730374458,127.07772224647628,764.2228055335249
중곡2동,0.0,서울특별시 광진구 중곡2동,37.55890871114233,127.08458702720431,997.4250107131546
중곡4동,0.0,서울특별시 광진구 중곡4동,37.563911819263396,127.09444805919891,1129.9028078506467
능동,0.0,서울특별시 광진구 능동,37.55065717904665,127.0816453028289,1568.9181172594501
구의1동,0.0,서울특별시 광진구 구의1동,37.54149040000061,127.0860324364705,498.4261864488454
구의2동,0.0,서울특별시 광진구 구의2동,37.551002235643594,127.09445032371971,1213.4334699187602
자양1동,0.0,서울특별시 광진구 자양1동,37.535543476585595,127.0804153706335,694.1241536142883
자양3동,0.0,서울특별시 광진구 자양3동,37.5316904016155,127.0711982874321,640.6032607198765
회기동,0.0,서울특별시 동대문구 회기동,37.59370059365983,127.05140700726001,540.8074089285236
휘경1동,0.0,서울특별시 동대문구 휘경1동,37.59187265133792,127.062474520192,391.50775344400046
제기동,0.0,서울특별시 동대문구 제기동,37.58367676273718,127.0372424220472,1078.04602217929
전농1동,0.0,서울특별시 동대문구 전농1동,37.579011594736215,127.051047967849,648.3678710182242
답십리2동,0.0,서울특별시 동대문구 답십리2동,37.57089198886264,127.061113787913,971.8664415517326
장안1동,0.0,서울특별시 동대문구 장안1동,37.56623145129293,127.0685898995323,1243.52121059241
장안2동,0.0,서울특별시 동대문구 장안2동,37.57576021840116,127.0725384601615,717.1705639311011
이문1동,0.0,서울특별시 동대문구 이문1동,37.59722176355097,127.06029274551399,950.0135782949516
이문2동,0.0,서울특별시 동대문구 이문2동,37.60283342931343,127.06749215321541,1201.9218501088903
면목2동,0.0,서울특별시 중랑구 면목2동,37.58937783217922,127.0781438303236,872.9746346294678
면목4동,0.0,서울특별시 중랑구 면목4동,37.57347747979754,127.08647480564129,725.32615201492
면목5동,0.0,서울특별시 중랑구 면목5동,37.58297243731307,127.07966564155609,846.3378233759131
면목7동,0.0,서울특별시 중랑구 면목7동,37.57729479589046,127.092691167975,1186.4612196766047
상봉1동,0.0,서울특별시 중랑구 상봉1동,37.6020253559775,127.0894684168792,1392.2234444409735
상봉2동,0.0,서울특별시 중랑구 상봉2동,37.59424490804898,127.0838976771445,851.4352673505051
중화1동,0.0,서울특별시 중랑구 중화1동,37.602287315150654,127.08314920575121,1467.9236350231185
중화2동,0.0,서울특별시 중랑구 중화2동,37.59872325493066,127.07520818914499,1687.5002182571163
묵2동,0.0,서울특별시 중랑구 묵2동,37.61037217557865,127.0746656568435,883.2846852168744
망우3동,0.0,서울특별시 중랑구 망우3동,37.591807695925326,127.10293946606708,1203.8957215100525
신내1동,0.0,서울특별시 중랑구 신내1동,37.61280174716191,127.1045066823183,839.5839706673304
신내2동,0.0,서울특별시 중랑구 신내2동,37.61095053508644,127.0916163194708,627.3435971570391
면목3·8동,0.0,서울특별시 중랑구 면목3·8동,37.58459651615551,127.0973812796008,903.9412179765164
돈암1동,0.0,서울특별시 성북구 돈암1동,37.59932703660618,127.0240415739346,501.29542765588207
안암동,0.0,서울특별시 성북구 안암동,37.58725170812378,127.0273090155397,1478.6134542431257
보문동,0.0,서울특별시 성북구 보문동,37.58260325834278,127.019218896561,1119.2405220682679
정릉1동,0.0,서울특별시 성북구 정릉1동,37.603261672124006,127.0166527987149,442.1391532970927
정릉3동,0.0,서울특별시 성북구 정릉3동,37.612263028412926,126.9937649742649,1497.2061881680172
월곡1동,0.0,서울특별시 성북구 월곡1동,37.60787813443581,127.036447944391,560.0869101581872
장위2동,0.0,서울특별시 성북구 장위2동,37.61222375381708,127.05172669327258,659.4506265584058
장위3동,0.0,서울특별시 성북구 장위3동,37.618177891183365,127.05349443513441,702.3174912303729
성북동,0.0,서울특별시 성북구 성북동,37.59586827856371,126.99615007923408,1287.6105255136445
삼선동,0.0,서울특별시 성북구 삼선동,37.58661879616185,127.011795634271,846.9686855457047
동선동,0.0,서울특별시 성북구 동선동,37.593735434791704,127.0184260645283,690.5682490215048
번1동,0.0,서울특별시 강북구 번1동,37.6376259673513,127.03054500159229,1226.0756254987532
번3동,0.0,서울특별시 강북구 번3동,37.62378240630237,127.0423358994651,563.0579774539694
수유2동,0.0,서울특별시 강북구 수유2동,37.64540181516461,127.01950374746549,526.5566817396052
수유3동,0.0,서울특별시 강북구 수유3동,37.64045507897664,127.0235462598271,973.8861381907772
우이동,0.0,서울특별시 강북구 우이동,37.660352732130605,127.00032299117909,1393.0750631103601
인수동,0.0,서울특별시 강북구 인수동,37.63764064832851,127.003962973777,1466.1241650750185
쌍문2동,0.0,서울특별시 도봉구 쌍문2동,37.657062041379206,127.0370018509035,983.9133622465869
쌍문3동,0.0,서울특별시 도봉구 쌍문3동,37.64768718428671,127.03058634533551,683.2190557940321
쌍문4동,0.0,서울특별시 도봉구 쌍문4동,37.65555057772183,127.0304076769824,697.0010796394264
방학2동,0.0,서울특별시 도봉구 방학2동,37.669145082981906,127.03226016855422,874.5242308935316
창1동,0.0,서울특별시 도봉구 창1동,37.647135180026936,127.0435641181562,367.52057778604103
창3동,0.0,서울특별시 도봉구 창3동,37.63736038329231,127.0416274747978,745.3388482256065
창5동,0.0,서울특별시 도봉구 창5동,37.65535977488351,127.0427663401336,716.0546053611478
도봉2동,0.0,서울특별시 도봉구 도봉2동,37.681188021098535,127.04779209738659,471.5789250797314
월계1동,0.0,서울특별시 노원구 월계1동,37.62180521058927,127.05860352436301,787.3881054014252
월계3동,0.0,서울특별시 노원구 월계3동,37.624655457954525,127.0648918340802,889.564542465078
공릉2동,0.0,서울특별시 노원구 공릉2동,37.6316136118291,127.09422790807051,1829.1191412791209
하계1동,0.0,서울특별시 노원구 하계1동,37.638617847353046,127.07480878582659,627.7090129142452
하계2동,0.0,서울특별시 노원구 하계2동,37.63483892237538,127.06482290181151,568.4091501258138
중계1동,0.0,서울특별시 노원구 중계1동,37.650017126870715,127.07350089744159,921.7496223585127
상계2동,0.0,서울특별시 노원구 상계2동,37.65648818240498,127.06726546316271,546.3024758117874
상계5동,0.0,서울특별시 노원구 상계5동,37.663220720182956,127.0695988032972,470.87126425476373
상계8동,0.0,서울특별시 노원구 상계8동,37.66629012613881,127.05365095526409,425.84911942056436
상계9동,0.0,서울특별시 노원구 상계9동,37.668070131166814,127.0624959134975,809.8522985834936
상계3·4동,0.0,서울특별시 노원구 상계3·4동,37.6751455552766,127.08326687223129,2002.23833821414
상계6·7동,0.0,서울특별시 노원구 상계6·7동,37.64874986816113,127.0600921510583,1239.4491204247317
공릉1동,0.0,서울특별시 노원구 공릉1동,37.624118989113285,127.07277010958009,1342.7618529272374
녹번동,0.0,서울특별시 은평구 녹번동,37.60541498540631,126.93504974105369,928.4067609851506
갈현1동,0.0,서울특별시 은평구 갈현1동,37.62535252233457,126.91488711024749,1360.7640661089015
갈현2동,0.0,서울특별시 은평구 갈현2동,37.61828359872022,126.9121234979595,930.0098143383937
대조동,0.0,서울특별시 은평구 대조동,37.61227983873354,126.9230950397155,544.4651641875054
응암1동,0.0,서울특별시 은평구 응암1동,37.59825533469795,126.9269001265505,1483.9127252345147
응암2동,0.0,서울특별시 은평구 응암2동,37.59188520223597,126.9230242356753,697.5718660030105
신사1동,0.0,서울특별시 은평구 신사1동,37.5989936906601,126.90884284536992,852.4490362906022
수색동,0.0,서울특별시 은평구 수색동,37.58577058425839,126.8949008342881,1156.6107200755855
불광2동,0.0,서울특별시 은평구 불광2동,37.62437284018544,126.9286503002471,576.3118798857018
역촌동,0.0,서울특별시 은평구 역촌동,37.60456886673685,126.9145294699078,613.9378351284649
홍제1동,0.0,서울특별시 서대문구 홍제1동,37.58154125094307,126.94520070224131,436.43775195849327
홍제3동,0.0,서울특별시 서대문구 홍제3동,37.592022828839994,126.95115990500229,1101.469028143868
홍제2동,0.0,서울특별시 서대문구 홍제2동,37.58454681006461,126.9525258364256,1036.5983282217373
홍은2동,0.0,서울특별시 서대문구 홍은2동,37.58699157241923,126.9321738407231,861.6665301492259
남가좌1동,0.0,서울특별시 서대문구 남가좌1동,37.571694427505925,126.91620137959559,1007.3309268187289
북가좌1동,0.0,서울특별시 서대문구 북가좌1동,37.57526769236731,126.9080032490411,757.9774446819816
북가좌2동,0.0,서울특별시 서대문구 북가좌2동,37.58100351394824,126.9135009487972,568.8586294041698
충현동,0.0,서울특별시 서대문구 충현동,37.56390858509339,126.9580980918348,1121.8525142091662
북아현동,0.0,서울특별시 서대문구 북아현동,37.55924765176819,126.9555167342519,618.7807415758637
신촌동,0.0,서울특별시 서대문구 신촌동,37.563635656449925,126.94106287299299,1766.504001801417
용강동,0.0,서울특별시 마포구 용강동,37.54058864509943,126.9412701135575,1134.1115862478578
대흥동,0.0,서울특별시 마포구 대흥동,37.552122016353174,126.94140046210121,962.4026663674366
염리동,0.0,서울특별시 마포구 염리동,37.54982500495699,126.94754690580329,961.0678878976663
신수동,0.0,서울특별시 마포구 신수동,37.543625723138966,126.933642400124,473.0841475578678
합정동,0.0,서울특별시 마포구 합정동,37.546871715251406,126.9088402082958,1587.6990645159283
망원1동,0.0,서울특별시 마포구 망원1동,37.55275257498161,126.90020623547649,1356.846184963762
망원2동,0.0,서울특별시 마포구 망원2동,37.557120178621595,126.8956801764468,1167.4384569540405
연남동,0.0,서울특별시 마포구 연남동,37.56302991902287,126.9215448581665,994.9550382689648
상암동,0.0,서울특별시 마포구 상암동,37.57179301577045,126.8808606255861,1942.0671672969029
도화동,0.0,서울특별시 마포구 도화동,37.53703988514549,126.946807183633,1650.3143989304363
아현동,0.0,서울특별시 마포구 아현동,37.55192606419808,126.9528413838346,439.3384909689581
목1동,0.0,서울특별시 양천구 목1동,37.527444294055904,126.87509884213421,694.6672303156205
목2동,0.0,서울특별시 양천구 목2동,37.54359371670668,126.8740984786125,423.9320210485938
목3동,0.0,서울특별시 양천구 목3동,37.545200395931566,126.8654122796417,568.195651292054
목4동,0.0,서울특별시 양천구 목4동,37.53543665672436,126.8668959462045,571.8510147697219
신월1동,0.0,서울특별시 양천구 신월1동,37.53126559745665,126.83453205009451,1304.8218450354034
신월2동,0.0,서울특별시 양천구 신월2동,37.52339747308009,126.8463302894895,680.0745787659513
신월3동,0.0,서울특별시 양천구 신월3동,37.53236069111583,126.82746717058399,1526.5383928237763
신월4동,0.0,서울특별시 양천구 신월4동,37.52224911245784,126.83982067379259,1117.506284389694
신월5동,0.0,서울특별시 양천구 신월5동,37.540044845165326,126.8298984263171,690.1506001690638
신월6동,0.0,서울특별시 양천구 신월6동,37.51597381795567,126.84212996234871,1058.8125914359412
신월7동,0.0,서울특별시 양천구 신월7동,37.52066289414426,126.8323373545153,1749.9028100531555
신정1동,0.0,서울특별시 양천구 신정1동,37.518877308164065,126.8596344781721,1470.348382925142
신정2동,0.0,서울특별시 양천구 신정2동,37.51895289212633,126.87517706467979,1333.2786465521297
신정3동,0.0,서울특별시 양천구 신정3동,37.511782273777825,126.83939700410221,774.664048872817
신정6동,0.0,서울특별시 양천구 신정6동,37.51591081227877,126.86964365051149,1199.7131891077747
신정7동,0.0,서울특별시 양천구 신정7동,37.51011625504281,126.8646832561502,1138.885974926159
신정4동,0.0,서울특별시 양천구 신정4동,37.52540924953346,126.8575706250568,854.6612442275516
등촌1동,0.0,서울특별시 강서구 등촌1동,37.55585624228776,126.85963329765909,638.6985064051674
화곡본동,0.0,서울특별시 강서구 화곡본동,37.54257376497446,126.8481619661977,858.1114955012171
화곡2동,0.0,서울특별시 강서구 화곡2동,37.53227844188243,126.85436820123259,584.4540049731017
화곡6동,0.0,서울특별시 강서구 화곡6동,37.55172190410462,126.8511659002874,882.4605130167461
가양1동,0.0,서울특별시 강서구 가양1동,37.57310052968962,126.83434710468019,1380.1248143705693
가양2동,0.0,서울특별시 강서구 가양2동,37.56865705765286,126.85400715047881,1238.4890371108163
발산1동,0.0,서울특별시 강서구 발산1동,37.5504473669674,126.8255767391618,1056.2824858340532
공항동,0.0,서울특별시 강서구 공항동,37.55649097910274,126.7949566917976,2978.2330161499176
방화1동,0.0,서울특별시 강서구 방화1동,37.568642785428146,126.8175504102084,1163.286609064238
방화2동,0.0,서울특별시 강서구 방화2동,37.58380446037906,126.80450636822522,1001.9140687597305
화곡1동,0.0,서울특별시 강서구 화곡1동,37.533780265863534,126.84093600091059,885.9293229943498
구로1동,0.0,서울특별시 구로구 구로1동,37.493032154877454,126.87546049615091,787.0884671339068
고척1동,0.0,서울특별시 구로구 고척1동,37.500658761830344,126.86339911490101,794.4539612043404
개봉2동,0.0,서울특별시 구로구 개봉2동,37.492729897764406,126.85636397202629,376.7751525501292
오류1동,0.0,서울특별시 구로구 오류1동,37.4969639812044,126.8416340199471,1155.2138528909113
항동,0.0,서울특별시 구로구 항동,37.481028794367845,126.824492861371,1515.910048299927
수궁동,0.0,서울특별시 구로구 수궁동,37.498277213142025,126.82606959436069,1970.7013608206385
가리봉동,0.0,서울특별시 구로구 가리봉동,37.482555464458606,126.88825667261541,543.0835504352175
독산1동,0.0,서울특별시 금천구 독산1동,37.464199385612815,126.8927203024456,859.6676946607612
독산2동,0.0,서울특별시 금천구 독산2동,37.46382546571854,126.9025540139423,630.5282453536026
독산3동,0.0,서울특별시 금천구 독산3동,37.475933036519606,126.9045938462856,801.8258945485973
시흥2동,0.0,서울특별시 금천구 시흥2동,37.45058997442472,126.92007309206949,1169.3342166172663
시흥3동,0.0,서울특별시 금천구 시흥3동,37.4402763020319,126.9059255888876,1357.3756351618476
시흥4동,0.0,서울특별시 금천구 시흥4동,37.46007805131973,126.90910545492349,824.7885975924081
당산1동,0.0,서울특별시 영등포구 당산1동,37.52393073393196,126.8968512088348,941.6362166077218
양평1동,0.0,서울특별시 영등포구 양평1동,37.52507414939888,126.8870734013948,992.6620195929172
신길1동,0.0,서울특별시 영등포구 신길1동,37.51233790693705,126.9195105156098,1110.907341514741
신길3동,0.0,서울특별시 영등포구 신길3동,37.50644709829761,126.90588662734021,254.5964816761616
신길4동,0.0,서울특별시 영등포구 신길4동,37.50728457676611,126.91291790021249,788.2742710892072
신길5동,0.0,서울특별시 영등포구 신길5동,37.50111708781199,126.90555465656841,800.6919214816231
신길6동,0.0,서울특별시 영등포구 신길6동,37.499156261232024,126.9135411087851,1109.43441691437
신길7동,0.0,서울특별시 영등포구 신길7동,37.50579781064798,126.91980313707458,566.5187634286032
대림1동,0.0,서울특별시 영등포구 대림1동,37.493768593797675,126.9052616003285,1253.2826853748963
대림2동,0.0,서울특별시 영등포구 대림2동,37.489634639910705,126.9006433754295,956.1919128498305
대림3동,0.0,서울특별시 영등포구 대림3동,37.49986827012093,126.8972721742939,515.4115948360716
영등포본동,0.0,서울특별시 영등포구 영등포본동,37.51372245613581,126.9096957589247,788.404272730381
영등포동,0.0,서울특별시 영등포구 영등포동,37.521522330144435,126.90784213998171,507.9657276946787
상도2동,0.0,서울특별시 동작구 상도2동,37.50367378265457,126.942060106787,307.0750783024734
상도3동,0.0,서울특별시 동작구 상도3동,37.49722768634609,126.9333543502153,965.6984627900249
사당1동,0.0,서울특별시 동작구 사당1동,37.47971692741977,126.97740918402609,1008.1678416807813
사당3동,0.0,서울특별시 동작구 사당3동,37.48881204459636,126.9708620186303,610.2999492197035
사당4동,0.0,서울특별시 동작구 사당4동,37.480590825592756,126.97077001446578,488.5298203651491
신대방1동,0.0,서울특별시 동작구 신대방1동,37.48994822040152,126.9107055147596,847.864806305558
신대방2동,0.0,서울특별시 동작구 신대방2동,37.49430969709831,126.9215318608671,1015.9969075185286
흑석동,0.0,서울특별시 동작구 흑석동,37.50629622039064,126.96376288134451,1230.5365427190277
노량진1동,0.0,서울특별시 동작구 노량진1동,37.51302538119581,126.94915474328471,663.3573276604934
사당2동,0.0,서울특별시 동작구 사당2동,37.49823275043499,126.97519183139099,1719.1335104462053
보라매동,0.0,서울특별시 관악구 보라매동,37.49035779231734,126.93259450674059,1032.8496716883299
행운동,0.0,서울특별시 관악구 행운동,37.480903616114006,126.9606221956278,591.6147027908066
낙성대동,0.0,서울특별시 관악구 낙성대동,37.467230636844576,126.9600457797258,1344.0961749203825
중앙동,0.0,서울특별시 관악구 중앙동,37.48412242094694,126.9506180054901,590.4944162257833
인헌동,0.0,서울특별시 관악구 인헌동,37.47207782305833,126.9666190024522,1334.89396538589
남현동,0.0,서울특별시 관악구 남현동,37.46247161905572,126.9766402153614,2536.4475562919497
서원동,0.0,서울특별시 관악구 서원동,37.48060170592283,126.9334446820187,945.7682907732219
서림동,0.0,서울특별시 관악구 서림동,37.47354845807595,126.9392100684977,868.8863996953672
신사동,0.0,서울특별시 관악구 신사동,37.4856254977132,126.9187529341403,1020.218032344489
신사동,0.0,서울특별시 강남구 신사동,37.52571779809543,127.0213951045049,1363.3417564724912
신림동,0.0,서울특별시 관악구 신림동,37.48690034172704,126.92761287250049,1316.7904712103543
난향동,0.0,서울특별시 관악구 난향동,37.46158876662517,126.91826628532291,1112.4214545166888
청룡동,0.0,서울특별시 관악구 청룡동,37.47804927206542,126.9458840996854,860.8755580984702
난곡동,0.0,서울특별시 관악구 난곡동,37.470495337512226,126.921048570257,1196.148817404592
삼성동,0.0,서울특별시 관악구 삼성동,37.46066890548953,126.930137362627,1481.2075228158299
미성동,0.0,서울특별시 관악구 미성동,37.47593849638263,126.9154263154843,1007.1602508088625
서초1동,0.0,서울특별시 서초구 서초1동,37.48695547750271,127.0201386357811,709.3690735228065
서초3동,0.0,서울특별시 서초구 서초3동,37.485431268573564,127.0095920786771,1091.0177936746281
서초4동,0.0,서울특별시 서초구 서초4동,37.49898521834467,127.019964124647,769.033844642957
반포본동,0.0,서울특별시 서초구 반포본동,37.506289435355036,126.9864759137996,2329.8720467452795
반포2동,0.0,서울특별시 서초구 반포2동,37.50637942121235,126.9956950895854,1539.9479875120692
반포3동,0.0,서울특별시 서초구 반포3동,37.5124083046793,127.00359218211659,958.2896443572221
반포4동,0.0,서울특별시 서초구 반포4동,37.499580863185,127.00328896867309,870.6900149565868
방배본동,0.0,서울특별시 서초구 방배본동,37.49494885765653,126.9877656456428,1906.4881123274429
방배1동,0.0,서울특별시 서초구 방배1동,37.48491250724668,126.99630280180192,564.6960072057691
방배2동,0.0,서울특별시 서초구 방배2동,37.47301541905807,126.9884853413138,1235.6706761064029
방배4동,0.0,서울특별시 서초구 방배4동,37.489818785161425,126.99098704454549,1272.7489673595696
양재2동,0.0,서울특별시 서초구 양재2동,37.45114771075298,127.0459050910007,3160.361605775696
내곡동,0.0,서울특별시 서초구 내곡동,37.4565217449784,127.0705480456134,2847.7344893647287
논현1동,0.0,서울특별시 강남구 논현1동,37.511909511986815,127.02649594797171,1120.2865226858728
삼성1동,0.0,서울특별시 강남구 삼성1동,37.515397024585575,127.0606280632926,1216.890993769755
대치1동,0.0,서울특별시 강남구 대치1동,37.49339121115194,127.0589653629887,473.26889463728037
역삼2동,0.0,서울특별시 강남구 역삼2동,37.49850208639975,127.044891011795,1093.3200385529121
도곡2동,0.0,서울특별시 강남구 도곡2동,37.48821110929678,127.0496536609522,946.7818210461731
개포1동,0.0,서울특별시 강남구 개포1동,37.479283898366795,127.06470951107148,417.1475233937053
개포4동,0.0,서울특별시 강남구 개포4동,37.47555236429388,127.05323653104558,1241.905231394632
일원1동,0.0,서울특별시 강남구 일원1동,37.49338575504142,127.08924601336321,1134.771417658881
일원2동,0.0,서울특별시 강남구 일원2동,37.49547356903017,127.07931657827801,849.8994619855997
수서동,0.0,서울특별시 강남구 수서동,37.48683684118692,127.1005693062678,1242.8555729670438
압구정동,0.0,서울특별시 강남구 압구정동,37.530266711957744,127.03348349713042,1475.0070529296852
풍납1동,0.0,서울특별시 송파구 풍납1동,37.53823929832848,127.1142996610244,1289.017677643149
풍납2동,0.0,서울특별시 송파구 풍납2동,37.52985046838757,127.110127165222,1202.746985658071
거여1동,0.0,서울특별시 송파구 거여1동,37.49438601645825,127.1416763414463,465.81455320416586
마천2동,0.0,서울특별시 송파구 마천2동,37.500328422874425,127.1514576361874,860.7502336999157
방이1동,0.0,서울특별시 송파구 방이1동,37.5097718294897,127.12231506260679,1550.0809006297068
방이2동,0.0,서울특별시 송파구 방이2동,37.51325462854046,127.1138262988715,1406.565259086304
오륜동,0.0,서울특별시 송파구 오륜동,37.51765861134837,127.12850733689508,1736.1084733328219
송파1동,0.0,서울특별시 송파구 송파1동,37.5071676919998,127.1103206183915,714.9436085776447
송파2동,0.0,서울특별시 송파구 송파2동,37.50283563298564,127.1168312025799,1164.2793117807034
삼전동,0.0,서울특별시 송파구 삼전동,37.501720205848244,127.09190592095409,644.8424522945413
가락본동,0.0,서울특별시 송파구 가락본동,37.49721685730373,127.1216394980448,946.3703935335917
가락2동,0.0,서울특별시 송파구 가락2동,37.49585963904156,127.1306430431001,590.1640159718304
문정1동,0.0,서울특별시 송파구 문정1동,37.488173039443716,127.1268593289199,866.7856943181487
문정2동,0.0,서울특별시 송파구 문정2동,37.48069392703768,127.11913610192569,990.4542099094575
잠실4동,0.0,서울특별시 송파구 잠실4동,37.52125459190773,127.108152287028,630.2150367081914
잠실7동,0.0,서울특별시 송파구 잠실7동,37.507481079432424,127.07409762940901,581.1482395363773
상일동,0.0,서울특별시 강동구 상일동,37.55074458158524,127.16484233119341,852.2404865780538
명일1동,0.0,서울특별시 강동구 명일1동,37.55037139655673,127.1459406109263,1142.7039585473979
명일2동,0.0,서울특별시 강동구 명일2동,37.548288681709316,127.1542046569076,935.1055984833124
고덕1동,0.0,서울특별시 강동구 고덕1동,37.563347179330634,127.1503072256848,1048.3328751305064
암사2동,0.0,서울특별시 강동구 암사2동,37.557380559260544,127.1232422416605,1025.9535792214215
암사3동,0.0,서울특별시 강동구 암사3동,37.56150498510523,127.138509082441,1069.5514175316325
천호1동,0.0,서울특별시 강동구 천호1동,37.54631850881361,127.13858167218491,739.1769923198303
성내1동,0.0,서울특별시 강동구 성내1동,37.528764076125654,127.1255188577113,821.7461438414036
성내2동,0.0,서울특별시 강동구 성내2동,37.53436452419719,127.12773683846892,522.9651194173483
둔촌1동,0.0,서울특별시 강동구 둔촌1동,37.52314517023121,127.14043468496321,1242.741434562955
둔촌2동,0.0,서울특별시 강동구 둔촌2동,37.53151448306286,127.1474138264497,843.6443247856772
